-1.440000000000000000e+02,1.210000000000000000e+02,4.170000000000000000e+03,-4.000000000000000000e+01,-4.600000000000000000e+01,3.400000000000000000e+01,9.480000000000000000e+02,3.060000000000000000e+02,-6.290000000000000000e+02
-1.280000000000000000e+02,1.180000000000000000e+02,4.174000000000000000e+03,-4.100000000000000000e+01,-4.600000000000000000e+01,3.000000000000000000e+01,9.570000000000000000e+02,3.100000000000000000e+02,-6.240000000000000000e+02
-1.480000000000000000e+02,1.180000000000000000e+02,4.182000000000000000e+03,-3.900000000000000000e+01,-4.600000000000000000e+01,3.000000000000000000e+01,9.440000000000000000e+02,3.060000000000000000e+02,-6.060000000000000000e+02
-1.430000000000000000e+02,1.110000000000000000e+02,4.157000000000000000e+03,-3.900000000000000000e+01,-5.000000000000000000e+01,3.300000000000000000e+01,9.200000000000000000e+02,3.270000000000000000e+02,-6.320000000000000000e+02
-1.430000000000000000e+02,1.120000000000000000e+02,4.176000000000000000e+03,-4.700000000000000000e+01,-5.100000000000000000e+01,3.300000000000000000e+01,9.470000000000000000e+02,3.130000000000000000e+02,-6.220000000000000000e+02
-1.470000000000000000e+02,1.180000000000000000e+02,4.187000000000000000e+03,-4.000000000000000000e+01,-4.500000000000000000e+01,3.300000000000000000e+01,9.390000000000000000e+02,3.110000000000000000e+02,-6.460000000000000000e+02
-1.420000000000000000e+02,1.170000000000000000e+02,4.161000000000000000e+03,-3.900000000000000000e+01,-4.400000000000000000e+01,3.300000000000000000e+01,9.590000000000000000e+02,3.140000000000000000e+02,-6.310000000000000000e+02
-1.380000000000000000e+02,1.110000000000000000e+02,4.175000000000000000e+03,-4.300000000000000000e+01,-4.600000000000000000e+01,3.000000000000000000e+01,9.630000000000000000e+02,3.290000000000000000e+02,-6.450000000000000000e+02
-1.490000000000000000e+02,1.240000000000000000e+02,4.164000000000000000e+03,-3.900000000000000000e+01,-4.900000000000000000e+01,2.800000000000000000e+01,9.440000000000000000e+02,3.210000000000000000e+02,-6.560000000000000000e+02
-1.350000000000000000e+02,1.010000000000000000e+02,4.175000000000000000e+03,-4.400000000000000000e+01,-4.800000000000000000e+01,3.000000000000000000e+01,9.620000000000000000e+02,3.080000000000000000e+02,-6.320000000000000000e+02
-1.400000000000000000e+02,1.290000000000000000e+02,4.162000000000000000e+03,-3.900000000000000000e+01,-4.800000000000000000e+01,3.200000000000000000e+01,9.650000000000000000e+02,3.230000000000000000e+02,-6.840000000000000000e+02
-1.280000000000000000e+02,1.060000000000000000e+02,4.184000000000000000e+03,-4.300000000000000000e+01,-4.900000000000000000e+01,3.200000000000000000e+01,9.590000000000000000e+02,3.230000000000000000e+02,-6.480000000000000000e+02
-1.540000000000000000e+02,1.150000000000000000e+02,4.168000000000000000e+03,-4.100000000000000000e+01,-4.400000000000000000e+01,3.500000000000000000e+01,9.400000000000000000e+02,3.290000000000000000e+02,-6.290000000000000000e+02
-1.270000000000000000e+02,1.210000000000000000e+02,4.176000000000000000e+03,-4.400000000000000000e+01,-4.900000000000000000e+01,3.600000000000000000e+01,9.490000000000000000e+02,3.230000000000000000e+02,-6.100000000000000000e+02
-1.550000000000000000e+02,1.140000000000000000e+02,4.176000000000000000e+03,-3.900000000000000000e+01,-4.900000000000000000e+01,3.200000000000000000e+01,9.710000000000000000e+02,3.410000000000000000e+02,-6.430000000000000000e+02
-1.390000000000000000e+02,1.140000000000000000e+02,4.163000000000000000e+03,-3.900000000000000000e+01,-4.800000000000000000e+01,3.100000000000000000e+01,9.500000000000000000e+02,3.080000000000000000e+02,-6.260000000000000000e+02
-1.360000000000000000e+02,1.130000000000000000e+02,4.179000000000000000e+03,-3.600000000000000000e+01,-5.000000000000000000e+01,3.100000000000000000e+01,9.700000000000000000e+02,3.090000000000000000e+02,-6.430000000000000000e+02
-1.350000000000000000e+02,1.220000000000000000e+02,4.170000000000000000e+03,-4.200000000000000000e+01,-5.200000000000000000e+01,3.200000000000000000e+01,9.630000000000000000e+02,3.120000000000000000e+02,-6.330000000000000000e+02
-1.380000000000000000e+02,1.160000000000000000e+02,4.168000000000000000e+03,-3.900000000000000000e+01,-4.800000000000000000e+01,3.200000000000000000e+01,9.590000000000000000e+02,3.370000000000000000e+02,-6.660000000000000000e+02
-1.540000000000000000e+02,1.200000000000000000e+02,4.172000000000000000e+03,-4.600000000000000000e+01,-4.900000000000000000e+01,3.400000000000000000e+01,9.540000000000000000e+02,3.350000000000000000e+02,-6.490000000000000000e+02
-1.330000000000000000e+02,1.100000000000000000e+02,4.171000000000000000e+03,-3.900000000000000000e+01,-4.800000000000000000e+01,3.600000000000000000e+01,9.470000000000000000e+02,3.250000000000000000e+02,-6.340000000000000000e+02
-1.510000000000000000e+02,1.180000000000000000e+02,4.174000000000000000e+03,-3.900000000000000000e+01,-4.900000000000000000e+01,3.200000000000000000e+01,9.400000000000000000e+02,3.190000000000000000e+02,-6.370000000000000000e+02
-1.250000000000000000e+02,1.040000000000000000e+02,4.170000000000000000e+03,-4.300000000000000000e+01,-4.600000000000000000e+01,3.400000000000000000e+01,9.380000000000000000e+02,3.310000000000000000e+02,-6.340000000000000000e+02
-1.460000000000000000e+02,1.060000000000000000e+02,4.156000000000000000e+03,-4.100000000000000000e+01,-4.800000000000000000e+01,3.100000000000000000e+01,9.460000000000000000e+02,3.060000000000000000e+02,-6.120000000000000000e+02
